id,last_name,birth_date,gender,ell,current_grade_level
43,Moen,1999-01-05,F,false,12
2500,Hackett,2002-03-14,M,false,9
2089,Marvin,1999-06-23,M,false,12
972,Hoeger,1999-07-12,F,false,12
250,Hodkiewicz,1999-05-19,F,false,12
2286,Cormier,2000-12-13,M,false,10
2348,Champlin,2002-02-02,M,false,9
2266,Harvey,1999-06-30,F,false,12
1000,Steuber,1999-11-28,F,false,11
854,Christiansen,1999-04-23,F,false,12
2142,Rolfson,2001-06-19,F,false,10
2194,Sawayn,1999-10-30,M,false,12
2429,Herman,1998-12-17,M,false,12
81,Yundt,1999-04-09,F,false,12
714,Brakus,2001-10-01,F,false,9
2984,Franecki,2000-11-10,F,false,10
355,Ratke,2000-07-10,M,false,10
860,Trantow,2000-08-13,M,false,11
1954,McClure,2000-08-10,F,false,10
293,Mosciski,2001-11-07,F,false,9
177,Hane,1998-08-17,F,false,12
2385,Heidenreich,2001-02-25,M,false,10
2561,Block,2001-07-18,F,false,10
1632,Becker,2002-06-19,F,false,9
836,Howell,2001-09-23,F,false,10
749,Torphy,1999-08-16,M,false,11
2577,Wunsch,1999-09-24,M,false,12
641,Yost,2000-09-30,F,false,10
1154,Collins,2001-10-19,M,false,9
1180,Romaguera,2000-03-12,M,true,11
1575,Marquardt,2001-06-14,F,false,10
1720,O'Keefe,2002-06-17,F,false,9
918,Johns,2000-07-16,M,false,10
1995,Ernser,2002-03-11,M,false,9
754,Cummerata,2001-03-24,F,false,10
2311,Zboncak,2001-03-28,F,true,10
976,Romaguera,1998-12-15,M,false,12
9,Schuster,1998-12-18,M,false,12
1685,Lowe,2000-04-22,M,false,11
176,West,2000-11-20,M,false,10
2325,Walsh,2000-05-20,F,false,11
1513,Torp,2000-05-27,M,false,11
1533,Schmidt,1999-03-12,F,false,12
1719,King,1999-12-31,M,false,11
2540,Dickens,1998-12-16,M,false,12
955,Funk,2002-03-14,F,false,9
2524,DuBuque,1998-12-22,M,false,12
1204,Steuber,2001-04-15,M,false,10
628,Swaniawski,1999-07-22,F,false,12
2980,McDermott,2002-06-08,F,false,9
1211,Sipes,2000-12-26,F,false,10
636,Dickens,2002-08-15,F,false,9
451,O'Hara,2001-02-04,F,true,10
328,Farrell,2000-07-02,M,false,10
1012,Kertzmann,2001-12-07,F,false,9
260,Fadel,1999-07-01,F,false,11
1112,Bahringer,2001-09-22,M,false,9
2975,Skiles,2001-10-29,F,false,10
2406,Daugherty,1999-11-20,F,false,11
2751,Hoppe,1999-09-19,F,false,11
1863,Wuckert,2001-12-01,M,false,9
232,Weber,1999-01-05,F,false,12
2399,Hermann,2002-08-30,F,false,9
2091,Dach,2001-09-14,F,false,10
906,Hoeger,2001-12-01,F,false,9
629,Pfeffer,1999-10-21,F,false,11
34,Lueilwitz,1998-10-03,M,false,12
135,Runolfsson,2001-10-10,F,false,9
1208,Rutherford,2000-07-29,M,false,11
2255,Daugherty,2000-09-19,F,false,11
106,Littel,2000-02-11,M,false,11
51,Brakus,1999-03-26,F,false,12
1802,Gibson,2000-10-05,F,false,11
2180,Eichmann,1999-10-28,M,false,12
622,Abshire,1999-08-30,M,false,11
1356,Schuppe,1999-08-27,F,false,11
2069,Franecki,2002-06-11,M,true,9
461,Walsh,2001-10-14,M,false,10
92,Walker,1999-08-25,M,false,11
928,Keebler,1998-09-05,M,false,12
823,Kertzmann,2001-11-04,M,false,9
1563,Ondricka,2000-11-10,F,false,10
2367,Wolf,1999-05-19,M,false,12
778,Jerde,2000-03-23,M,false,11
2418,Gislason,2002-01-18,M,false,9
383,Labadie,2001-06-07,F,false,10
463,Parisian,2001-02-15,M,false,10
1957,Stroman,2002-04-10,F,false,9
2409,Abernathy,2002-08-27,M,false,9
1003,Welch,2000-08-08,M,false,11
795,Toy,2001-09-26,M,true,9
2018,Lemke,1999-07-26,F,false,12
2727,Carroll,2000-03-04,F,false,11
248,Predovic,2000-10-24,F,false,11
385,Bins,1999-09-25,M,false,12
1955,Kuhic,2001-07-12,M,false,9
817,MacGyver,1999-02-11,F,false,12
6,McGlynn,2002-07-07,M,false,9
1835,Mohr,2001-07-15,M,false,9
169,Hammes,2000-10-13,M,false,10
1936,Barrows,2001-02-16,F,false,10
2455,Shields,1998-11-03,F,false,12
990,Pouros,2002-09-06,M,false,9
1228,Hirthe,1999-10-30,M,false,11
10,Deckow,1999-08-08,M,false,11
1005,Braun,2000-09-21,F,false,10
1892,Kassulke,2001-01-28,M,false,10
282,Carroll,2002-05-14,M,false,9
923,Walter,1999-11-30,M,false,11
2890,Legros,2000-11-26,F,false,10
46,Hessel,2002-02-04,M,false,9
1826,Wolff,2002-06-20,F,false,9
2050,Ritchie,2002-03-24,F,false,9
1981,Vandervort,2002-09-19,F,false,9
2067,Barton,1999-12-23,M,false,11
1842,Becker,1998-07-11,F,false,12
1856,Larson,2000-07-28,M,false,10
196,Kertzmann,2001-04-18,F,false,10
1193,Labadie,2002-02-25,F,false,9
2228,Beier,2000-03-15,F,false,11
1480,Trantow,2002-03-22,M,false,9
1676,Jast,2002-03-27,M,false,9
1090,Schneider,1999-07-22,M,false,12
1541,Auer,2001-11-27,F,false,9
1079,Gleichner,2002-09-06,F,false,9
255,Kessler,2000-06-09,F,false,11
1873,Cormier,1999-10-18,M,false,12
2843,Grant,1999-07-23,F,false,11
867,Stracke,2001-11-10,M,false,9
1795,Jacobson,2000-09-27,F,false,11
1727,Jones,2000-02-17,F,false,11
1105,Lemke,1999-01-31,F,false,12
2651,Runolfsdottir,1998-10-04,F,false,12
1359,O'Connell,2002-10-31,F,false,9
1314,Purdy,1999-07-10,F,false,12
2013,Klocko,2000-08-30,M,true,10
1645,Stanton,2000-07-06,M,false,11
2625,Armstrong,2001-10-14,F,false,9
2247,Nicolas,2001-10-17,M,false,10
1697,Bednar,2001-11-15,M,false,9
2966,Pollich,1998-11-14,M,true,12
348,Jones,2002-06-22,F,false,9
2190,Brown,1999-04-12,F,false,12
2005,Brekke,1999-10-16,F,false,12
2056,Goodwin,2001-05-23,M,false,10
531,Kovacek,1999-09-12,M,false,11
606,Brekke,2000-09-15,M,false,10
381,Balistreri,2002-04-18,F,false,9
2448,Tremblay,1999-07-30,F,false,12
1899,Greenfelder,1999-06-12,F,false,12
2542,Dickinson,1998-08-31,F,false,12
482,Swift,2000-12-17,F,true,10
1503,Eichmann,1999-07-26,F,false,12
1051,Cremin,2000-12-05,M,false,10
1441,Bergstrom,2001-07-28,F,false,9
54,Paucek,1998-08-01,F,false,12
192,Collier,1998-09-11,F,false,12
757,Steuber,1998-07-05,F,false,12
1308,Keebler,2001-07-30,M,false,9
2720,Prohaska,1999-07-20,F,true,12
220,Deckow,2001-07-06,M,false,9
902,Beer,1999-07-20,F,false,12
834,VonRueden,1998-12-18,F,false,12
2252,Stokes,1999-11-10,NB,false,11
1280,Bernhard,2001-02-26,M,false,10
2082,Bernier,1999-08-03,M,false,12
2697,Gleason,2000-07-19,M,false,10
2344,Hyatt,1999-12-15,F,false,11
2893,Jaskolski,2002-05-19,M,false,9
1660,Hills,1998-07-25,F,false,12
2510,Hamill,1999-05-10,M,false,12
2575,Becker,2002-03-17,M,false,9
1272,Bogisich,2001-12-02,M,false,9
2634,Langworth,2001-09-06,F,false,9
506,Windler,2002-09-03,M,false,9
2647,Frami,2002-06-12,F,false,9
2300,Jaskolski,2000-07-22,M,true,11
2226,Hodkiewicz,2000-02-18,M,false,11
2796,Goodwin,2002-01-15,M,false,9
1896,Waters,1999-08-21,M,false,11
1144,O'Reilly,1999-02-06,NB,false,12
2302,Buckridge,2001-10-10,F,false,9
650,Bahringer,2001-09-07,M,false,10
515,Hahn,1999-07-29,F,false,11
646,Jacobs,2000-08-06,F,false,11
667,Rogahn,1999-01-10,M,false,12
2113,Kirlin,2002-03-10,F,false,9
1053,Goldner,1999-11-25,M,false,11
736,Dickens,2001-10-28,M,false,9
342,Quigley,1998-10-10,M,false,12
76,Reichel,2000-09-04,M,true,11
676,Haley,1999-02-03,F,false,12
1557,Schroeder,2002-09-16,F,false,9
566,Stanton,1999-12-12,F,false,11
395,Stracke,1999-07-20,M,false,11
2368,McGlynn,2000-07-11,M,false,10
934,McDermott,2001-09-06,F,false,9
2389,Feil,1998-08-05,F,false,12
624,Littel,1999-10-03,M,false,11
1762,Hermiston,2000-02-04,F,false,11
488,Skiles,2002-03-05,F,false,9
1761,Dietrich,1999-10-06,M,false,11
3000,Schuppe,2000-09-15,F,false,10
828,Schumm,2001-11-27,F,false,9
303,Crist,2000-05-22,F,false,11
982,Wintheiser,2001-07-21,M,false,9
2387,Larson,1999-07-09,NB,false,11
82,Kertzmann,1999-03-17,M,false,12
2507,Weimann,2002-03-26,M,false,9
728,Rogahn,2000-03-02,M,true,11
1462,Cummings,2000-09-26,F,false,10
857,Purdy,2002-05-20,M,false,9
1393,Daniel,2001-10-19,F,false,10
950,Ankunding,2002-01-18,M,false,9
981,Kutch,2002-09-01,F,false,9
1682,Koepp,2000-02-06,M,false,11
2066,Schmeler,2001-04-29,M,true,10
779,Runolfsson,1998-07-24,M,false,12
2463,Larson,2000-01-16,M,false,11
2384,Tillman,2000-09-10,M,false,10
1452,Rice,1999-04-02,F,false,12
2476,Connelly,1999-01-27,F,false,12
2650,Thompson,2001-09-15,M,false,9
2404,Schroeder,1999-06-07,F,false,12
625,Koch,2001-07-26,M,false,10
820,Grimes,2000-04-17,M,false,11
2072,Fahey,2002-01-18,M,false,9
371,Armstrong,2001-09-03,F,true,9
1142,Mayer,1999-08-04,F,false,12
23,Schaden,2000-09-20,M,false,10
1799,Nitzsche,2001-09-06,M,false,10
1231,Boyer,2001-04-13,F,false,10
45,Leannon,2000-12-13,M,true,10
1097,Kutch,1999-02-23,F,false,12
1093,Hintz,1999-08-26,F,false,11
350,Kshlerin,1999-01-13,F,false,12
2774,Larkin,2001-08-06,F,false,10
2760,Windler,2000-07-31,M,false,10
1209,Bergstrom,1999-07-09,F,false,11
1168,Keeling,2000-09-20,F,false,10
1845,Rodriguez,2000-03-19,F,false,11
87,Mayer,1999-02-18,NB,false,12
222,Abernathy,1999-08-04,M,false,11
855,Haley,1999-08-20,M,false,12
1236,Wintheiser,2000-08-03,M,false,11
2453,Will,1999-09-18,M,false,12
2917,Cronin,2002-04-25,M,false,9
2598,Thompson,2000-10-09,M,false,10
2645,Macejkovic,2001-07-23,M,false,10
209,O'Conner,2000-05-12,M,false,11
2830,Champlin,1999-10-29,F,false,11
2178,Buckridge,1999-08-30,M,false,11
2235,Casper,2001-06-25,F,true,10
2154,Reichel,2002-07-16,M,true,9
1220,Kozey,2000-10-25,M,false,10
2626,Borer,2000-07-20,M,false,11
457,Strosin,2000-04-30,M,false,11
1889,Pagac,1999-05-12,F,false,12
227,Shields,2001-06-29,M,false,10
1083,Walter,2001-09-10,M,false,10
2600,Ankunding,1999-08-12,F,false,12
308,Welch,1999-09-19,M,false,12
1342,Franecki,2000-07-13,F,false,10
777,Koss,2002-04-22,M,false,9
2857,Rodriguez,1999-05-10,F,false,12
2539,Dicki,2002-04-01,F,false,9
1882,Nienow,1999-08-19,F,false,12
509,Schoen,2002-04-21,F,false,9
2298,Cummerata,2000-07-02,F,false,11
668,Huels,1999-11-25,M,false,11
2787,Marvin,2000-10-06,M,false,11
245,Cassin,1999-09-28,F,false,11
1076,Dibbert,2002-02-21,F,false,9
1562,Roberts,1999-04-10,M,false,12
1131,Douglas,1999-10-01,M,false,11
1724,Cartwright,2002-10-09,F,false,9
75,Gorczany,2001-04-11,M,false,10
2240,Mayert,2002-03-11,M,false,9
1095,Rau,2000-09-01,F,false,11
914,Farrell,2002-02-23,F,false,9
1400,Treutel,1999-07-06,F,false,11
454,Carroll,2000-01-07,M,false,11
1654,Veum,2000-05-23,F,false,11
1688,Kuhic,1999-03-19,F,false,12
936,Gulgowski,1999-10-17,NB,false,11
2291,Nicolas,1999-10-16,M,false,12
1650,Pagac,2001-07-29,F,false,9
2784,Stamm,2002-05-04,M,false,9
2996,Block,2000-10-16,M,false,11
1181,Wiza,1999-08-27,F,false,11
2848,Smitham,2001-08-28,F,false,9
2145,Mitchell,1998-12-31,F,false,12
2808,Fay,2002-05-11,M,false,9
1736,Wilderman,2002-10-18,M,false,9
946,Kunde,1999-09-05,M,false,11
1616,Thompson,1999-09-12,F,false,12
1397,Beier,2002-08-04,M,false,9
421,Hayes,2000-11-27,F,false,10
1313,Skiles,1999-08-17,M,false,12
1269,Brown,2000-02-04,F,false,11
2425,Goldner,2000-11-26,F,true,10
545,Rosenbaum,2001-04-18,F,false,10
1310,Rolfson,2000-07-30,F,false,11
1481,Boehm,2002-04-04,F,false,9
1177,Schulist,2002-09-05,M,false,9
2698,Cremin,1999-08-18,M,false,12
1956,Moen,1999-12-16,F,false,11
1409,Corkery,2002-01-29,F,false,9
379,Hagenes,2001-08-17,F,false,10
1925,Kub,2002-01-08,F,false,9
831,Hagenes,1999-03-02,M,false,12
677,Klein,2000-06-05,F,false,11
1085,Douglas,2001-08-27,M,false,10
55,Breitenberg,2001-01-26,F,false,10
897,Brown,2001-08-22,F,false,10
1821,Torphy,1999-01-21,M,false,12
1249,Nicolas,1999-06-30,F,false,12
994,Rodriguez,2001-01-06,F,false,10
1284,Boehm,2001-10-28,F,false,9
2246,Hane,1999-10-12,M,false,11
639,Swift,1999-01-29,F,false,12
38,Kihn,1999-05-15,F,false,12
954,Koss,2001-08-15,F,false,9
1268,Lynch,2001-07-22,M,false,9
408,Schumm,2001-07-20,F,false,9
599,Cronin,1999-10-27,F,false,11
2635,Stokes,2000-06-06,F,false,11
567,Koss,1999-11-12,M,false,11
322,Gorczany,1999-10-17,M,false,11
1044,Little,1999-11-14,M,false,11
1289,Harber,1999-09-18,F,false,12
2613,O'Connell,2001-10-13,M,false,10
1621,Jacobson,2001-08-07,F,false,9
299,Borer,2002-04-28,M,false,9
662,Will,1999-07-23,M,false,12
1876,Cummings,1999-10-02,F,false,11
1253,Greenfelder,1998-11-29,F,false,12
2643,Little,1999-07-29,F,false,11
344,Kerluke,1998-07-17,M,false,12
2371,Blanda,2000-05-19,M,false,11
1103,Koelpin,1999-06-10,M,false,12
1757,Corkery,2000-08-10,F,false,10
365,Doyle,2000-06-25,NB,true,11
1993,Kihn,2000-07-23,M,false,11
122,Boyer,2001-10-25,F,false,9
1696,Hahn,2000-12-24,F,false,10
1396,Hilpert,2001-08-17,F,false,10
98,Parker,2002-01-18,M,false,9
2457,Beer,2001-06-24,F,true,10
2637,Koelpin,1999-03-01,M,false,12
2699,Reilly,1999-04-16,F,false,12
1185,Turner,2000-10-01,F,true,10
1537,Lowe,2000-12-26,F,false,10
956,Hoeger,2001-03-05,M,true,10
1825,Brown,2002-07-31,M,false,9
1167,O'Keefe,1999-06-30,F,false,12
218,Waters,2002-05-07,M,false,9
450,Dooley,2000-07-01,M,false,11
1614,Goyette,1998-09-08,F,false,12
1814,Wehner,2001-07-04,F,false,10
799,Price,2000-11-15,M,false,10
2117,Orn,2002-02-17,M,false,9
1307,Muller,2000-07-24,F,false,10
2176,Ferry,2001-09-30,M,false,10
1096,Cronin,1999-02-25,F,false,12
2636,Medhurst,1998-12-01,M,false,12
1573,Zieme,2001-07-02,F,true,10
2504,Paucek,2000-12-22,M,false,10
272,Dicki,2001-05-03,F,false,10
1427,Skiles,2002-03-24,F,false,9
1102,Auer,2000-06-29,F,false,11
158,Bogisich,1999-04-08,F,false,12
285,Mann,1999-12-20,F,false,11
2071,Roberts,2000-09-04,M,false,11
2289,Schamberger,2002-10-10,F,false,9
1740,Keeling,2002-07-20,M,false,9
149,Koepp,2000-10-28,M,false,11
1388,Buckridge,1999-12-27,M,false,11
406,Trantow,1999-08-01,M,false,11
476,Braun,2002-09-10,F,false,9
311,Wisoky,2000-09-27,M,false,10
2970,Predovic,2000-09-25,M,false,10
1759,McDermott,2001-07-19,F,false,9
962,Breitenberg,2001-05-21,M,false,10
2471,Wyman,2001-11-15,M,false,9
252,Ankunding,1999-02-08,M,false,12
197,Ankunding,2001-07-27,M,false,10
1982,Moore,2000-10-02,M,false,10
2538,Lebsack,1999-07-20,M,false,11
1300,Mills,1999-01-30,F,false,12
1784,Jerde,2001-07-02,F,false,9
2545,Beier,2001-07-11,F,false,9
1639,Frami,2002-07-20,M,false,9
2819,Mayer,1999-05-31,M,false,12
830,Jacobs,2001-04-07,M,false,10
2527,Beahan,1998-11-05,M,false,12
1635,Tromp,2002-07-12,M,false,9
433,Mayert,1998-09-08,F,true,12
627,Dare,2001-11-16,F,false,9
1890,McLaughlin,2001-09-03,M,false,10
785,Nikolaus,2002-07-12,F,false,9
969,Beer,2002-05-15,M,false,9
574,Ledner,2001-01-10,F,false,10
393,Pagac,2001-03-05,F,false,10
1340,Douglas,2000-05-29,F,false,11
2816,MacGyver,2000-03-22,F,false,11
1349,Wisoky,1999-12-21,F,false,11
2277,Cummings,1999-01-29,F,false,12
1628,Parisian,1998-07-25,M,false,12
1337,Blanda,2002-03-25,F,false,9
357,Schmitt,1999-05-30,M,false,12
498,Feil,1998-10-23,F,false,12
2381,Lubowitz,2000-07-14,M,false,10
2375,Dicki,2000-03-06,F,false,11
494,McLaughlin,2000-08-25,M,false,10
2051,Cremin,1998-10-22,F,false,12
57,Sipes,1999-10-05,M,false,12
2732,Moore,2001-07-23,F,false,9
1092,Wisoky,2001-01-29,M,false,10
2773,Bayer,2001-08-09,M,false,9
1819,Volkman,2000-08-05,M,false,10
1710,West,2001-01-20,M,false,10
793,Hansen,2002-09-06,M,false,9
2030,Moen,2000-10-30,F,false,10
1806,Thompson,2000-12-05,M,false,10
2896,Bergnaum,1999-12-10,M,true,11
1909,Feil,2002-09-05,M,false,9
2977,Smitham,2000-03-04,F,false,11
1984,Thompson,2000-09-04,F,false,11
204,Braun,2002-07-15,F,false,9
553,Brekke,2001-01-06,M,false,10
2419,Gerlach,1999-12-08,F,false,11
2045,Hudson,1998-12-20,F,false,12
1895,Spinka,2000-10-01,M,false,10
2998,King,1999-08-15,F,false,12
234,Vandervort,2002-06-12,M,false,9
2490,Kshlerin,2002-10-24,F,false,9
1708,O'Conner,2002-06-05,F,false,9
1275,Ratke,2002-04-18,F,false,9
1212,Mills,2000-07-16,M,false,10
1829,Deckow,2001-06-04,M,false,10
813,Osinski,2002-03-07,F,false,9
601,Pollich,2001-05-12,M,false,10
2629,Tillman,2000-06-26,M,false,11
1627,Mraz,2001-04-03,M,false,10
2764,Witting,1999-03-06,M,false,12
84,Collins,2001-02-03,F,false,10
143,Ferry,1998-08-19,F,false,12
1729,Mohr,2001-07-19,F,false,9
499,Conn,2000-04-12,M,false,11
1923,Welch,2000-09-10,M,false,11
1849,Brekke,2000-10-17,F,false,10
991,Larson,2000-10-13,M,false,10
198,Herzog,2001-07-09,F,false,9
680,Walsh,2000-06-30,F,false,11
966,Bernhard,1999-03-14,F,false,12
2294,Ritchie,2001-09-14,F,false,10
2688,Casper,2001-09-24,M,false,9
2995,Rodriguez,1999-07-12,M,false,12
207,Doyle,1998-08-12,F,false,12
589,Powlowski,2002-10-01,F,false,9
872,Shanahan,2000-01-18,M,false,11
2786,Koss,2001-07-16,M,false,10
2825,Harvey,1999-09-28,F,false,11
2662,Nitzsche,2000-09-24,M,false,10
2768,Hoppe,2001-06-16,M,false,10
2107,Sauer,2001-08-02,F,false,10
215,Legros,2000-08-29,M,false,10
1476,Hintz,1999-06-26,M,false,12
840,Cremin,2001-07-08,M,false,10
1866,Hayes,2000-10-11,M,false,11
2068,Parker,2000-08-30,M,false,11
958,Moore,1999-08-31,M,false,11
2282,Lindgren,1998-08-30,F,false,12
1461,Sanford,2001-11-18,F,false,9
78,Bernhard,1998-11-13,M,false,12
2515,Littel,2001-09-22,M,false,10
2791,Mosciski,2002-08-03,F,false,9
672,Quigley,2000-02-14,M,true,11
2132,Hamill,2000-04-03,F,false,11
1518,Cronin,1998-11-08,F,false,12
610,Wyman,2001-08-20,F,false,9
2456,Graham,2001-09-06,M,false,10
952,West,1998-08-19,F,false,12
1056,Sauer,1999-11-24,M,true,11
2182,Frami,2001-12-20,M,false,9
2824,Feeney,2000-10-01,M,true,10
1291,Wehner,1999-10-13,M,false,11
2719,Parker,2000-04-06,M,false,11
708,Fadel,1999-07-01,F,true,12
154,Jaskolski,1999-09-15,M,false,11
199,Robel,2001-05-09,F,false,10
2763,Weissnat,2002-02-04,M,false,9
1961,Klein,2000-06-10,F,false,11
2679,Kuhic,1999-09-18,F,false,11
2728,Schulist,2000-10-08,M,false,10
1501,Greenholt,2002-03-24,F,false,9
2572,Rice,1999-09-18,F,false,11
511,Bruen,2000-10-09,M,true,10
557,Walter,2001-10-31,M,false,9
346,Towne,2002-01-13,F,false,9
2750,Schaefer,1998-12-20,M,false,12
2831,Hermann,1998-08-01,M,false,12
2717,McClure,1999-09-22,M,false,12
2565,Kiehn,2000-10-28,F,false,11
1230,Ward,2000-02-08,M,false,11
780,Heathcote,1999-08-24,F,false,12
971,Schoen,2002-05-08,F,false,9
790,Sipes,2000-01-03,F,false,11
20,Little,2000-09-05,F,false,11
2366,Quigley,2000-08-01,M,false,11
453,Jacobson,2002-07-07,F,false,9
1122,Dibbert,1998-12-03,F,false,12
1648,Powlowski,2001-08-06,F,false,9
2923,Blanda,2000-01-23,M,false,11
247,Abernathy,1999-09-10,NB,false,12
139,Gerhold,1999-12-14,F,false,11
111,Haag,1999-07-03,F,false,11
1287,McCullough,1998-09-26,F,false,12
1538,Lynch,2002-01-10,M,false,9
1121,Graham,1998-08-28,M,false,12
320,Kautzer,1998-08-17,M,false,12
1886,Harris,1998-09-24,M,false,12
870,Kutch,2001-10-18,F,false,10
1281,Schumm,2000-05-25,F,false,11
359,Renner,1998-10-08,F,false,12
1015,Beatty,2001-10-10,M,false,9
1600,Hegmann,2001-10-29,F,false,10
2481,Breitenberg,1999-03-30,M,false,12
1988,Jacobs,1999-07-02,M,false,11
577,Schmeler,2000-10-14,M,false,11
1375,Kertzmann,1999-02-08,M,false,12
2562,Towne,2001-04-10,M,false,10
2676,Gottlieb,2000-01-30,M,false,11
1489,Schroeder,1999-06-13,F,false,12
1117,King,1998-09-11,F,false,12
2983,Fadel,2000-08-14,F,false,11
279,Schaden,1998-09-09,M,false,12
2238,Tremblay,2001-12-25,M,false,9
1610,Daugherty,1998-08-20,M,false,12
2035,Kiehn,2002-10-07,M,false,9
986,Heathcote,1999-01-01,F,false,12
798,Collier,2001-06-26,M,false,10
2936,Olson,2001-10-06,M,false,9
1370,West,2001-12-20,F,false,9
915,Ortiz,2001-12-27,F,false,9
2687,Pacocha,1999-08-17,M,false,12
2337,Krajcik,2001-08-18,M,false,9
558,Kulas,2001-12-31,F,false,9
2015,Doyle,2000-07-04,M,false,10
1123,Kerluke,2001-03-02,F,false,10
2519,Douglas,2001-04-25,F,false,10
298,Cassin,2000-06-20,F,false,11
2214,Mills,2000-07-10,M,false,11
1593,Roob,2001-01-28,M,false,10
2139,Parisian,2000-02-15,M,false,11
2351,Lehner,1999-09-07,F,false,12
973,Towne,1999-09-15,M,false,11
2095,Lesch,2002-03-08,F,false,9
2397,Breitenberg,1999-02-19,F,false,12
2334,Mueller,1999-05-16,F,false,12
1655,Koss,2002-04-03,M,false,9
2374,Veum,2001-09-12,M,false,10
2873,Wisozk,2000-05-23,F,false,11
1831,Christiansen,2002-07-13,M,false,9
514,Prohaska,2000-09-06,F,false,11
913,Eichmann,2001-06-22,M,false,10
1250,Runte,1999-04-18,F,true,12
351,Wilkinson,2001-10-07,M,true,10
290,Schaefer,2000-03-26,M,false,11
1609,Mayert,2002-04-18,F,false,9
2357,Fay,2000-12-02,M,false,10
2345,Howe,2002-08-14,F,false,9
1735,Marks,1999-08-12,M,false,12
2400,Hansen,1999-02-17,M,false,12
1684,Kunze,2002-01-03,M,false,9
957,Stark,2002-04-26,M,false,9
2231,Howe,2000-04-01,F,false,11
1838,Gerlach,2001-05-01,M,false,10
21,Haag,2002-09-07,M,false,9
873,Kirlin,2000-08-05,M,false,11
2590,Windler,1999-03-24,M,false,12
1309,Breitenberg,2000-08-02,F,false,11
2759,Bailey,1998-07-05,F,false,12
791,Carter,2000-02-29,M,false,11
59,Conroy,2001-09-08,M,false,9
1938,Cartwright,2000-10-04,M,false,10
2377,Mosciski,2002-06-26,M,false,9
2486,MacGyver,2000-09-19,M,true,11
663,Monahan,2001-05-24,M,false,10
2568,Jast,2002-09-09,M,false,9
2465,Padberg,1999-09-24,F,false,11
2789,Kilback,2000-09-27,M,false,11
554,Schamberger,2000-09-07,F,false,10
530,Bernier,2001-06-08,F,false,10
2450,Satterfield,1999-09-09,M,false,12
1734,Labadie,1999-12-07,M,false,11
688,Wiegand,2002-07-20,F,false,9
1450,Kassulke,2001-07-20,M,false,10
747,Champlin,1999-08-21,F,false,12
1908,Mosciski,2000-10-09,M,false,11
2840,Reilly,2002-06-27,M,true,9
178,Dicki,1999-10-31,M,false,11
464,Powlowski,2001-10-30,M,false,9
664,Reinger,2001-12-22,F,false,9
2959,Fahey,1998-07-31,M,false,12
1364,Beahan,2001-09-26,M,true,10
1510,Mraz,2001-08-13,F,false,9
2423,Goodwin,2001-04-29,F,false,10
2203,Gerhold,1998-10-29,M,false,12
1788,Little,2001-12-15,M,false,9
1007,Schmitt,1998-12-18,F,false,12
1785,Beer,2000-06-18,M,false,11
1294,Parker,2001-09-09,M,false,9
2482,Rutherford,1999-02-23,F,false,12
935,Kilback,2001-10-21,F,false,10
863,Wunsch,2000-09-28,M,false,10
435,Jaskolski,2000-07-18,F,false,10
2496,Mayer,2000-10-19,M,false,10
960,Torphy,1999-07-11,M,false,11
42,Boyle,2000-03-20,F,false,11
866,Bechtelar,1999-01-03,F,false,12
2574,Reinger,2001-01-11,F,false,10
1942,Schulist,1999-05-24,M,false,12
156,Strosin,2001-02-06,M,false,10
849,Dickens,1999-05-19,F,false,12
1111,Watsica,1999-11-01,M,false,12
1451,Stoltenberg,1999-10-24,M,false,12
1744,Labadie,2001-10-16,M,false,10
1358,Stamm,2001-09-07,F,false,9
2426,Cronin,2000-12-24,M,false,10
2318,Weimann,1999-10-20,M,false,12
1780,Berge,2002-10-12,M,false,9
325,Windler,1998-08-06,F,false,12
1514,Hammes,2001-07-27,M,false,9
58,Lueilwitz,2001-10-18,F,false,10
291,Moore,2001-10-08,F,false,10
2147,Kerluke,1999-03-10,F,false,12
824,Hamill,2000-11-05,F,false,10
191,Rath,2001-04-17,M,false,10
2820,Hudson,1999-09-20,M,false,11
2489,Williamson,2000-12-14,F,false,10
1143,Morar,1999-03-04,F,true,12
2290,Jones,2000-09-06,F,false,10
753,Renner,2000-03-17,F,false,11
2619,King,2000-09-04,F,false,10
2036,Miller,2000-01-19,M,false,11
1031,Little,1999-12-07,M,false,11
2904,Spencer,1999-10-25,M,false,11
1321,Johnson,1999-01-10,F,true,12
1737,Runolfsson,1999-05-24,M,false,12
146,Gibson,2000-03-09,F,false,11
120,Farrell,2001-10-28,F,false,9
1463,Rowe,2002-09-22,M,false,9
231,Medhurst,1999-03-03,M,false,12
992,Bartoletti,1999-04-18,F,false,12
1662,Lubowitz,1999-08-17,F,false,11
1539,Dibbert,2000-10-31,F,false,11
673,Spencer,1999-04-25,M,false,12
899,Funk,1999-10-08,F,false,12
995,Sipes,2002-02-12,M,false,9
1817,Kirlin,2002-08-29,M,false,9
288,Weissnat,2002-07-17,M,false,9
1869,Littel,2001-09-09,F,false,10
1585,Gerlach,2001-04-21,F,false,10
1417,Block,2001-06-18,F,false,10
882,Purdy,1998-10-02,M,false,12
1471,Wilderman,2000-09-29,F,false,10
1277,Schultz,1998-08-31,F,false,12
2943,Hegmann,1998-11-20,F,false,12
181,Kuhic,2001-05-11,M,false,10
2233,Herzog,2000-08-08,M,false,11
